Vegetable,Season,Year,Month,Temp,Deasaster Happen in last 3month,State,Price per kg
Cabbage,Autumn,2020,October,19.63227393359401,1,Nagaland,123.6582303965565
Cabbage,Autumn,2020,September,30.782820514106422,0,Gujarat,37.82120107675824
Bitter gourd,Winter,2020,January,32.94206486811042,0,Daman and Diu,154.38429093967554
Tomato,Autumn,2020,April,33.587222019348374,1,Puducherry,114.34522990897699
Potato,Spring,2020,May,33.708449149117925,0,Haryana,58.07762940963884
Cauliflower,Spring,2020,July,39.06318797944736,0,Punjab,59.08871769557643
Cucumber,Summer,2020,October,35.51224478889314,1,Delhi,71.72406524079719
Cucumber,Autumn,2020,October,16.76181113163217,1,Delhi,61.850488269291546
Potato,Summer,2020,May,20.21091339971963,1,Puducherry,169.2924093332304
Ginger,Summer,2020,September,29.58183491566248,1,West Bengal,78.74293188903502
Cabbage,Autumn,2020,August,34.77750940026456,1,Andaman and Nicobar Islands,148.0579848608061
Cabbage,Monsoon,2020,September,34.746322142758146,1,Haryana,107.79137701949814
Peas,Winter,2020,April,23.87105953499983,0,Madhya Pradesh,105.28534901206825
Brinjal,Winter,2020,May,24.63187049814588,0,Lakshadweep,93.05718909842213
Garlic,Spring,2020,June,23.543088422617885,1,Madhya Pradesh,148.2088335682771
Onion,Autumn,2020,May,35.02633376519077,1,Kerala,22.465337751406466
Tomato,Autumn,2020,August,15.369982313961419,1,Uttarakhand,179.92542388196637
Radish,Spring,2020,August,16.243044038300102,0,Andhra Pradesh,165.52993202784376
Potato,Monsoon,2020,April,17.87917189,0,Maharashtra,141.0804609713509
Cauliflower,Monsoon,2020,April,36.58118498083631,0,Himachal Pradesh,72.29193534929306
Ginger,Winter,2020,December,19.826060403478678,1,Assam,97.71147393615598
Radish,Autumn,2020,February,31.425525248120692,1,Goa,109.48098408393102
Pointed grourd,Spring,2020,March,21.299333102665912,1,Lakshadweep,21.449972052684785
Tomato,Winter,2020,June,27.048846056476627,0,Gujarat,52.927861295847144
Radish,Monsoon,2020,January,37.06902800082539,1,Lakshadweep,157.0055883061812
Pumpkin,Winter,2020,March,37.823077822011165,1,Jharkhand,101.5451472194741
Garlic,Spring,2020,October,26.619558117293163,1,West Bengal,152.37062001989355
Garlic,Spring,2020,March,17.935990212295298,1,Maharashtra,72.35195059890606
Pumpkin,Spring,2020,May,38.70509635397342,1,Gujarat,133.30654581521063
Tomato,Autumn,2020,September,23.296403257678776,0,Andhra Pradesh,92.30497133429809
Bitter gourd,Spring,2020,December,10.581520073872667,0,Daman and Diu,49.093244577645244
Cauliflower,Summer,2020,December,17.19319510635467,0,Nagaland,141.78600004194647
Pointed grourd,Autumn,2020,December,20.634341085793263,0,Punjab,84.94498546913749
Chilly,Autumn,2020,September,21.39742156507844,0,Uttarakhand,42.58648875
Cucumber,Spring,2020,September,36.03850459653009,0,Tripura,182.33342537766285
Tomato,Summer,2020,June,36.634420416531256,0,Tamil Nadu,130.9067811753956
Peas,Autumn,2020,September,36.934087136996126,0,Lakshadweep,99.83770962000932
Potato,Summer,2020,June,29.620570483164144,0,Manipur,162.14094320600222
Onion,Spring,2020,September,27.084235663564865,0,Chandigarh,135.18264436906003
Pumpkin,Winter,2020,May,18.59914426298102,0,Goa,191.9638802
Pumpkin,Monsoon,2020,March,29.91632254356374,1,Uttar Pradesh,123.35896439594669
Onion,Summer,2020,August,30.819439521965517,1,Arunachal Pradesh,111.77302846914961
Tomato,Spring,2020,September,32.970107494518764,0,Meghalaya,132.1099515152787
Tomato,Spring,2020,December,25.974754341168584,1,Manipur,119.28281686608629
Brinjal,Summer,2020,January,28.523243919114243,0,Delhi,29.083433156646862
Pointed grourd,Winter,2020,September,31.38904626350112,0,Andhra Pradesh,144.97062190098333
Bitter gourd,Spring,2020,June,27.82336651644324,0,Gujarat,63.00420546403224
Chilly,Spring,2020,January,17.304748392182507,0,Arunachal Pradesh,179.3695738122253
Cauliflower,Winter,2020,August,23.856879907179287,1,Telangana,194.38647989596834
Chilly,Winter,2020,April,14.723136022177028,1,Haryana,34.19002486634652
Ginger,Autumn,2020,November,13.028692343916276,1,Uttarakhand,66.99030713125154
Pointed grourd,Monsoon,2020,November,16.977231370554765,0,Nagaland,81.65983508343831
Peas,Summer,2020,December,21.46134059071695,0,Lakshadweep,109.43293770824991
Ginger,Winter,2020,December,17.747877517969915,0,Manipur,78.26498425566143
Radish,Monsoon,2020,November,14.972737668649513,1,Kerala,107.77916603412206
Cauliflower,Spring,2020,September,22.168920761950353,0,Dadra and Nagar Haveli,61.76172970870892
Cabbage,Summer,2020,February,36.988702218576535,1,Nagaland,187.91264638629397
Radish,Spring,2020,September,31.174100657287664,1,Tripura,72.77749516892663
Cabbage,Autumn,2020,May,39.89569256930943,0,Sikkim,101.37714461264538
Pumpkin,Spring,2020,November,17.344077093777106,1,Nagaland,52.55827816
Tomato,Winter,2020,November,25.242904649394315,1,Andaman and Nicobar Islands,197.60605932164145
Cucumber,Monsoon,2020,February,25.110253687259664,1,Arunachal Pradesh,36.01708630813553
Chilly,Monsoon,2020,December,20.42323338745568,0,Punjab,79.43159651679801
Ginger,Spring,2020,August,20.54461140876004,1,Rajasthan,51.01261052190286
Chilly,Winter,2020,November,33.47298284411452,1,Bihar,198.75311647678575
Peas,Winter,2020,May,20.82859293540929,0,Mizoram,159.71750953893746
Pumpkin,Autumn,2020,March,29.589545510041127,1,Chandigarh,86.13042318
Cabbage,Monsoon,2020,September,16.116218268526147,1,Karnataka,93.43369339890958
Cabbage,Winter,2020,November,32.19350443914142,0,Kerala,122.78202052798308
Onion,Summer,2020,December,27.965661294401983,1,Rajasthan,121.4343201071164
Garlic,Autumn,2020,October,19.09562064482835,0,Odisha,44.15355876520438
Bitter gourd,Winter,2020,December,33.97374185169461,1,Goa,178.7103871
Pumpkin,Summer,2020,April,36.654625129046096,0,Himachal Pradesh,145.3436961281347
Garlic,Monsoon,2020,February,12.92334366285058,0,Uttarakhand,133.7403476126196
Chilly,Spring,2020,April,10.402038549248159,1,Delhi,96.87190208082504
Brinjal,Monsoon,2020,January,22.65755068263642,0,West Bengal,97.01741353010641
Pumpkin,Autumn,2020,September,26.971017742895693,1,Goa,73.30314243619408
Cauliflower,Summer,2020,August,13.700372787700957,1,West Bengal,46.291312459602324
Cabbage,Spring,2020,January,11.925300076219001,0,Manipur,72.39979811941285
Pointed grourd,Autumn,2020,December,27.015224092627236,1,Chandigarh,161.55138647247264
Cabbage,Monsoon,2020,June,32.19124552015615,0,Andhra Pradesh,90.33450318247527
Peas,Autumn,2020,July,16.790437914061734,1,Meghalaya,51.52036390548287
Onion,Spring,2020,October,33.63634418813618,1,Kerala,72.93983994755183
Cucumber,Autumn,2020,February,31.20819669520498,1,Bihar,196.2574673720712
Chilly,Spring,2020,January,15.878647446200558,1,Sikkim,134.7533325641434
Garlic,Monsoon,2020,January,29.54608696391042,0,Delhi,58.333027402599235
Okra,Winter,2020,July,30.229857436708055,0,Haryana,66.99168114037064
Cabbage,Spring,2020,June,26.101974901954378,1,Himachal Pradesh,132.37242068957204
Peas,Autumn,2020,June,25.233508322315767,0,Kerala,66.28933081545486
Peas,Summer,2020,August,30.552784571616403,0,Jharkhand,37.598266484620794
Peas,Monsoon,2020,July,29.01329254939628,1,Haryana,41.51996074821989
Radish,Monsoon,2020,September,14.073877445462813,0,Gujarat,65.57684225112077
Peas,Summer,2020,October,13.556163443235263,1,Lakshadweep,65.33410013651961
Pumpkin,Autumn,2020,November,18.061965660118496,0,Puducherry,182.04548843383776
Garlic,Monsoon,2020,November,20.504354621118047,0,Manipur,40.97115345427365
Potato,Monsoon,2020,April,13.64173328981671,1,Daman and Diu,54.375778291391555
Tomato,Monsoon,2020,July,14.167017457718128,1,Delhi,49.282067130250105
Tomato,Winter,2020,November,32.517410579045915,1,Arunachal Pradesh,72.83825596109972
Cauliflower,Spring,2020,January,13.476814737428995,0,Himachal Pradesh,197.2784198
Tomato,Spring,2020,July,24.67936530549094,1,Karnataka,77.29298994393304
Brinjal,Summer,2020,August,20.70041716741386,1,Haryana,139.25505841999245
Okra,Autumn,2020,February,34.93990896781216,1,Tamil Nadu,134.58208233299496
Cauliflower,Monsoon,2020,July,25.246375298099345,1,Gujarat,57.113614712494496
Cucumber,Spring,2020,April,24.93502733891848,1,Tripura,114.73916861797781
Pointed grourd,Summer,2020,April,18.31643046802585,1,Telangana,160.10282067492938
Potato,Spring,2020,June,10.20805099630395,1,Arunachal Pradesh,45.76304797435548
Okra,Monsoon,2020,May,21.654070168805056,1,Bihar,60.068310272419204
Tomato,Autumn,2020,April,19.95765392940616,0,Punjab,20.060819693155924
Cauliflower,Winter,2020,March,22.814530281286544,1,Arunachal Pradesh,172.7378438721507
Cabbage,Spring,2020,March,33.39524144282824,1,Uttarakhand,160.50945670902527
Cabbage,Summer,2020,August,29.48773342335554,1,Nagaland,131.17851304539988
Pumpkin,Summer,2020,March,38.80345077872175,1,Gujarat,146.3868125925176
Brinjal,Winter,2020,December,16.099708198819325,0,Gujarat,94.85639387993626
Garlic,Summer,2020,January,14.424895064996765,1,Sikkim,167.9394471392991
Onion,Spring,2020,October,30.773485391186806,1,Manipur,46.66504286595925
Bitter gourd,Monsoon,2020,May,13.377418782571375,1,Telangana,129.99170787619695
Chilly,Monsoon,2020,October,30.049936317476273,0,Madhya Pradesh,167.54196717128488
Chilly,Monsoon,2020,July,30.494232584660278,1,Uttarakhand,99.09683003474346
Potato,Summer,2020,October,27.59616879336426,1,Andhra Pradesh,58.602709486893204
Cauliflower,Monsoon,2020,January,17.362461461926877,0,Sikkim,154.15212971206853
Bitter gourd,Autumn,2020,May,39.831826571722274,1,West Bengal,89.44750023339026
Potato,Autumn,2020,February,11.801694289017968,1,Punjab,83.45392616055881
Radish,Spring,2020,April,20.83405557937528,1,Arunachal Pradesh,189.1273805
Pumpkin,Monsoon,2020,December,36.88982512074051,0,Karnataka,67.43258323859769
Pumpkin,Autumn,2020,March,31.63863454864514,1,Dadra and Nagar Haveli,57.93317882413486
Cabbage,Winter,2020,January,38.211926381930134,1,Tamil Nadu,197.60787904547587
Peas,Spring,2020,September,23.37424859415332,1,Uttarakhand,167.70622784562624
Potato,Summer,2020,March,36.77899624680024,0,Andhra Pradesh,184.22338840103214
Ginger,Winter,2020,June,25.892369343319434,0,Tamil Nadu,109.34553727792975
Potato,Spring,2020,June,13.509969667173152,0,Daman and Diu,169.4507445280698
Tomato,Monsoon,2020,August,24.10591931664678,0,Telangana,194.0597283473004
Cabbage,Summer,2020,June,18.212035288992325,0,West Bengal,79.78370583298486
Chilly,Monsoon,2020,April,39.57794058,0,Nagaland,172.6785179
Cucumber,Spring,2020,October,14.280451534924069,1,Chhattisgarh,37.966374999985376
Onion,Summer,2020,April,29.699515758284676,1,Punjab,55.80849851259042
Onion,Spring,2020,February,39.68071518651722,0,Chandigarh,192.06656488852568
Garlic,Autumn,2020,October,20.93099697551807,0,Uttar Pradesh,112.70795327745303
Chilly,Winter,2020,May,30.76348122350704,0,Assam,37.34302604670654
Chilly,Spring,2020,April,12.20684299979443,0,Mizoram,140.24077888264736
Garlic,Spring,2020,April,21.682969585725928,0,Maharashtra,153.45813192285289
Pumpkin,Autumn,2020,October,25.628083559452538,1,Gujarat,40.526415705124805
Cucumber,Autumn,2020,August,18.169335174393538,1,Arunachal Pradesh,55.20348950029147
Radish,Spring,2020,October,37.70326720149114,0,Manipur,63.11465266361029
Chilly,Winter,2020,June,15.853824602200191,1,Puducherry,77.87458609416933
Garlic,Summer,2020,May,30.66854749782134,0,Jharkhand,54.776526242494604
Bitter gourd,Winter,2020,October,39.749579145733264,1,Punjab,81.63544797771027
Cabbage,Monsoon,2020,May,14.153889891853158,1,West Bengal,149.28580331889515
Ginger,Winter,2020,October,31.604674535920886,0,Meghalaya,149.6730410148104
Peas,Summer,2020,March,23.692278905580736,1,Kerala,197.6533138
Pumpkin,Summer,2020,January,34.66157659687761,0,Maharashtra,123.03339945416991
Peas,Winter,2020,April,39.679272186217695,1,Lakshadweep,100.74300647406933
Peas,Spring,2020,June,35.43892851548736,0,Chhattisgarh,88.12000152
Chilly,Monsoon,2020,February,37.50221758287566,0,Nagaland,109.65622792695787
Okra,Monsoon,2020,June,22.88298750805239,1,Uttarakhand,84.94501185911663
Ginger,Winter,2020,June,11.804172385841547,0,Meghalaya,95.68275476966777
Cauliflower,Autumn,2020,May,36.820111603984735,1,Kerala,143.0884878044601
Okra,Winter,2020,November,30.99597552190114,1,Delhi,74.31244280802628
Cauliflower,Autumn,2020,March,18.39726437890119,1,Lakshadweep,80.89787233722025
Cauliflower,Winter,2020,August,24.505137613838528,1,Uttarakhand,182.01375717569914
Radish,Spring,2020,February,34.447197560857916,1,Punjab,74.29740578813235
Chilly,Winter,2020,November,13.755053091973561,0,Sikkim,94.20832658184621
Bitter gourd,Monsoon,2020,January,27.556794701714697,1,Goa,182.66863625459902
Chilly,Spring,2020,October,20.39460985023898,1,Delhi,30.317206391626172
Pumpkin,Winter,2020,April,32.95741098847849,1,Lakshadweep,86.90988914
Brinjal,Summer,2020,March,37.859320266552814,1,Nagaland,158.36007715056704
Onion,Autumn,2020,July,27.051274972597106,1,Rajasthan,169.97534031114142
Tomato,Monsoon,2020,October,34.835238563661676,1,Chandigarh,153.6261029013257
Cucumber,Winter,2020,May,34.72433880473595,0,Rajasthan,38.204913125835716
Cabbage,Monsoon,2020,October,28.45267618786531,1,Sikkim,199.59386039819927
Ginger,Winter,2020,April,15.345426441889831,0,Andhra Pradesh,194.9872278794973
Onion,Autumn,2020,March,25.99327276871276,0,Uttarakhand,114.86670983668287
Garlic,Spring,2020,October,29.676358599594856,1,Goa,91.69012767316485
Cabbage,Monsoon,2020,January,34.225082426805535,0,Delhi,193.19152900021552
Cabbage,Autumn,2020,February,34.57731084968075,1,Andaman and Nicobar Islands,142.3622398258982
Chilly,Monsoon,2020,December,24.919921791478004,1,Karnataka,119.09479391017766
Pointed grourd,Winter,2020,November,13.353382459128918,1,Lakshadweep,184.16162839924436
Radish,Summer,2020,January,25.527544341023756,1,Kerala,186.4367569320433
Cauliflower,Spring,2020,November,24.208689163658946,1,Andhra Pradesh,118.1507826490065
Pumpkin,Winter,2020,March,12.33355494601535,1,Puducherry,62.158271732452924
Cabbage,Monsoon,2020,July,34.922369872047796,0,Uttar Pradesh,160.32428229428092
Ginger,Spring,2020,November,12.35455017268384,1,Chandigarh,164.07170186272296
Cauliflower,Summer,2020,June,20.817432315776543,0,Dadra and Nagar Haveli,80.14114851858922
Brinjal,Winter,2020,March,39.07779509,0,Odisha,62.38261697936677
Garlic,Spring,2020,January,10.69955380875639,0,Jharkhand,158.57226547475915
Brinjal,Spring,2020,November,22.68645387866887,1,Arunachal Pradesh,69.40405156234704
Pumpkin,Spring,2020,June,22.839440794999106,1,Gujarat,51.01870476639867
Okra,Spring,2020,June,30.573104519988668,0,Rajasthan,111.77557019308274
Cabbage,Summer,2020,March,25.226502220287216,1,Rajasthan,46.198914485110166
Cucumber,Winter,2020,January,25.755506323912066,1,Puducherry,115.40522825207786
Ginger,Autumn,2020,October,17.719411688464383,0,Maharashtra,109.20713547843498
Chilly,Summer,2020,September,39.248802627284704,0,Telangana,76.00370871018075
Peas,Autumn,2020,June,14.661773888466582,0,Assam,47.10262637472712
Cabbage,Summer,2020,April,39.88765983631095,0,Tamil Nadu,100.36513816112473
Garlic,Summer,2020,July,19.125271394382267,0,Goa,34.72488692378667
Bitter gourd,Summer,2020,May,23.07234957792042,0,Tripura,138.46669832824654
Ginger,Winter,2020,June,27.593579778141255,1,Assam,114.42089023201153
Cucumber,Winter,2020,March,29.075194640956845,1,Manipur,118.32106054186583
Bitter gourd,Winter,2020,July,26.134260748099695,0,Mizoram,73.57301051838026
Pointed grourd,Monsoon,2020,March,35.16110205208008,0,Uttarakhand,95.33988650841144
Onion,Winter,2020,December,26.296394300704353,0,Tamil Nadu,94.22975488
Radish,Spring,2020,June,11.28548202809218,1,Meghalaya,76.13467202874122
Chilly,Summer,2020,April,17.98766372057232,1,Andhra Pradesh,33.21435845692514
Cucumber,Winter,2020,October,35.780027225673635,0,Meghalaya,162.25003383028422
Okra,Winter,2020,September,24.465334044397462,0,Punjab,118.17793469737101
Tomato,Winter,2020,October,18.079420679774856,1,Daman and Diu,177.80323274238782
Peas,Winter,2020,December,29.82495630278737,0,Arunachal Pradesh,141.2026654967521
Okra,Winter,2020,May,14.035420489457948,0,Tripura,53.52160250117513
Tomato,Monsoon,2020,June,36.74317846895317,1,Haryana,71.37089624697428
Onion,Spring,2020,January,35.47163704403579,0,Himachal Pradesh,113.72000513112819
Cauliflower,Monsoon,2020,December,30.708145134383592,1,Jharkhand,83.79705538955386
Potato,Autumn,2020,March,20.587219156562902,0,Lakshadweep,47.69631341902892
Potato,Monsoon,2020,February,31.772386459271996,0,Madhya Pradesh,197.53122912149968
Cucumber,Autumn,2020,April,33.64896726713929,0,Puducherry,29.728287393254696
Pointed grourd,Winter,2020,April,24.825003856350815,0,Lakshadweep,93.15551312859711
Garlic,Winter,2020,February,10.057683386262951,0,Jharkhand,123.12347041144206
Okra,Autumn,2020,December,38.268800677214955,1,Nagaland,160.70403255397116
Okra,Autumn,2020,January,16.495142820982032,0,Andhra Pradesh,185.57698434115994
Potato,Summer,2020,April,31.203217600331058,1,Bihar,160.0574805436227
Garlic,Autumn,2020,April,24.61086471483454,1,Uttarakhand,72.71080247392288
Cabbage,Summer,2020,October,22.28750577476608,0,Himachal Pradesh,155.31849661527204
Cabbage,Winter,2020,June,20.670318696031163,1,Daman and Diu,123.54468582558758
Peas,Spring,2020,May,28.126942175243492,1,Jharkhand,105.25181278631368
Radish,Winter,2020,December,33.84049873485877,0,Assam,78.59608589
Cauliflower,Autumn,2020,February,35.08539258763925,1,Madhya Pradesh,117.35468865506463
Onion,Summer,2020,June,23.525974109936726,0,Chandigarh,126.22514436063165
Peas,Monsoon,2020,November,37.46438411180522,0,Telangana,124.14364018433415
Cucumber,Monsoon,2020,July,17.05926544493176,0,Karnataka,94.22973756265573
Pumpkin,Summer,2020,March,15.620850626946504,0,Puducherry,72.71186704908195
Ginger,Winter,2020,January,22.17153581106255,1,Sikkim,74.68903386625936
Ginger,Spring,2020,December,18.06544215308154,0,Chhattisgarh,39.11342287194351
